Symbol,Volume,Close,Change_%,Market_Cap_Est
EXC,9211400.0,44.66999816894531,-1.8457485905694744,411473221.13342285
JNJ,8927800.0,167.3300018310547,1.1179635915398736,1493888790.34729
DVN,8889900.0,32.13999938964844,-2.042066307830128,285721380.57403564
WDC,8789000.0,76.55000305175781,1.1095020174916794,672797976.8218994
APH,8736100.0,104.30999755859375,-0.9307658357034646,911262569.6716309
VICI,8681900.0,33.11000061035156,0.45510172950693883,287457714.29901123
V,8655700.0,339.3500061035156,-1.3804126462500141,2937311847.8302
DIS,8634100.0,116.58999633789062,-0.8504124765226933,1006649687.3809814
PG,8593600.0,150.64999389648438,-0.7445018394390942,1294625787.5488281
BA,8565800.0,221.89999389648438,1.1164260571031246,1900750967.7185059
TFC,8456100.0,42.959999084472656,0.09319878199875213,363274048.2582092
