Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-26 00:00:00-04:00,32.408753887625316,32.59778203957578,32.11576007183148,32.49381637573242,2881700,0.0,0.0
2023-07-27 00:00:00-04:00,32.7584530928074,32.83406579452353,32.09685637443945,32.23862838745117,3328900,0.0,0.0
2023-07-28 00:00:00-04:00,32.40875490772263,32.890773285226814,31.586482961668093,31.82276725769043,5089800,0.0,0.0
2023-07-31 00:00:00-04:00,31.983448175688327,32.66394822370708,31.983448175688327,32.19137954711914,4749500,0.0,0.0
2023-08-01 00:00:00-04:00,31.936183019388803,32.229173208751725,31.775507839863323,32.10630798339844,2613400,0.0,0.0
2023-08-02 00:00:00-04:00,31.784962644232603,31.860571739706113,31.28403751439602,31.37855339050293,3972900,0.0,0.0
2023-08-03 00:00:00-04:00,31.113909206188815,31.340743679107867,30.67914703895657,31.293487548828125,4009000,0.0,0.0
2023-08-04 00:00:00-04:00,31.3029417392825,31.43526036485713,31.009951527056437,31.07611083984375,2968000,0.0,0.0
2023-08-07 00:00:00-04:00,31.170622303453154,31.529775424542784,31.14226934311336,31.32184410095215,2927900,0.0,0.0
2023-08-08 00:00:00-04:00,31.047754768149893,31.586482669667586,30.84927682662489,31.539226531982422,2905700,0.0,0.0
2023-08-09 00:00:00-04:00,31.49197037951592,31.76606102553829,31.236782909641178,31.567583084106445,2257000,0.0,0.0
2023-08-10 00:00:00-04:00,31.68099722204178,31.709350182381574,31.14226934311336,31.32184410095215,2387800,0.0,0.0
2023-08-11 00:00:00-04:00,31.161177008731936,31.586485896763122,31.151723616981762,31.208433151245117,3017800,0.0,0.0
2023-08-14 00:00:00-04:00,31.10446755642154,31.35965505316015,31.095017770059034,31.31239891052246,2734700,0.0,0.0
2023-08-15 00:00:00-04:00,31.019398188695135,31.06665432086861,30.745307574512484,30.934335708618164,2800100,0.0,0.0
2023-08-16 00:00:00-04:00,30.915436278383044,31.13281739703431,30.61299266935414,30.622446060180664,2468700,0.0,0.0
2023-08-17 00:00:00-04:00,30.688602700060155,30.90598379976846,30.37670572738396,30.39560890197754,2444400,0.0,0.0
2023-08-18 00:00:00-04:00,30.16877609634562,30.57518353227382,30.045909067382386,30.52792739868164,2168200,0.0,0.0
2023-08-21 00:00:00-04:00,30.45231840754524,30.69805246629099,30.25383687713732,30.631893157958984,2439100,0.0,0.0
2023-08-22 00:00:00-04:00,30.830370843548927,31.123364639181133,30.726405186859697,30.896530151367188,4728200,0.0,0.0
2023-08-23 00:00:00-04:00,31.104465852542614,31.652647172266057,30.962693826983138,31.491971969604492,3083400,0.0,0.0
2023-08-24 00:00:00-04:00,31.51087103132507,31.61483668910225,30.972143173217773,30.972143173217773,1858400,0.0,0.0
2023-08-25 00:00:00-04:00,31.113909771935948,31.255681770764664,30.74530690147533,30.83982276916504,2768500,0.0,0.0
2023-08-28 00:00:00-04:00,31.03830315281388,31.397456267788037,30.99104701791486,31.0666561126709,1360500,0.0,0.0
2023-08-29 00:00:00-04:00,30.962692223304177,31.208429907491237,30.858730162745857,31.198976516723633,3354700,0.0,0.0
2023-08-30 00:00:00-04:00,31.284032821655277,31.350192122299923,31.113907875594332,31.284032821655273,2122000,0.0,0.0
2023-08-31 00:00:00-04:00,31.30304798220048,31.39810589305836,31.008362656578072,31.131940841674805,4479800,0.19,0.0
2023-09-01 00:00:00-04:00,31.360084904451323,31.464647155904252,31.008362656578072,31.131940841674805,3577000,0.0,0.0
2023-09-05 00:00:00-04:00,31.05589232698917,31.103424909739285,30.34294891357422,30.34294891357422,4133700,0.0,0.0
2023-09-06 00:00:00-04:00,30.39047875368443,30.80874047308028,30.333443641575663,30.78972816467285,3342700,0.0,0.0
2023-09-07 00:00:00-04:00,30.76121194228069,30.894294476753444,30.50455121455733,30.846765518188477,3199500,0.0,0.0
2023-09-08 00:00:00-04:00,30.789730210306395,30.922812751773208,30.428503579019836,30.514057159423828,3303400,0.0,0.0
2023-09-11 00:00:00-04:00,30.647143089610662,30.70417639195314,30.390480537274108,30.45702362060547,2227200,0.0,0.0
2023-09-12 00:00:00-04:00,30.35245543048823,30.704174064438266,30.295420319355642,30.694669723510742,2178900,0.0,0.0
2023-09-13 00:00:00-04:00,30.742197862638093,30.751702203312732,30.352454622893987,30.561586380004883,3773300,0.0,0.0
2023-09-14 00:00:00-04:00,30.732694888214617,31.160459135900823,30.704174612469032,31.084413528442383,3726200,0.0,0.0
2023-09-15 00:00:00-04:00,31.112931114064036,31.236509309407563,30.865778349604142,30.941823959350586,4783700,0.0,0.0
2023-09-18 00:00:00-04:00,30.941824135788487,31.198484869322208,30.59010548297288,30.64714241027832,3057800,0.0,0.0
2023-09-19 00:00:00-04:00,30.628130208883523,30.76121274683704,30.304926392356876,30.38097381591797,2662600,0.0,0.0
2023-09-20 00:00:00-04:00,30.647143227860376,30.704176530460128,30.162338398398802,30.181350708007812,2374200,0.0,0.0
2023-09-21 00:00:00-04:00,29.943700794626636,29.972219257628108,29.458897802282863,29.639511108398438,3494500,0.0,0.0
2023-09-22 00:00:00-04:00,29.734569549560547,29.915181034732644,29.55395625127498,29.734569549560547,3476300,0.0,0.0
2023-09-25 00:00:00-04:00,29.55396043837072,29.915185273005385,29.50643147514191,29.801115036010742,2269600,0.0,0.0
2023-09-26 00:00:00-04:00,29.544452335807435,29.734571802419236,29.297297754457535,29.487417221069336,3324700,0.0,0.0
2023-09-27 00:00:00-04:00,29.601485607630988,29.75358044620594,29.306802084531203,29.49692153930664,4182200,0.0,0.0
