Symbol,Volume,Close,Change_%,Market_Cap_Est
INTC,244466300.0,20.700000762939453,0.0967140109696525,5060452596.512985
TSLA,147792600.0,316.05999755859375,2.370929440874143,46711328795.17822
NVDA,122073100.0,173.5,-0.06336075684859117,21179682850.0
WBD,74364500.0,13.489999771118164,-0.22189856235012428,1003177087.9793167
CNC,63446200.0,28.389999389648438,4.644306184513102,1801237579.2755127
PLTR,57764200.0,158.8000030517578,2.036881108711834,9172955136.282349
AMD,53326500.0,166.47000122070312,1.810290999516508,8877262520.095825
F,52275200.0,11.470000267028809,1.1463854734715393,599596557.9589844
HBAN,47060100.0,16.84000015258789,1.0804340145521774,792492091.1808014
AAPL,40219700.0,213.8800048828125,-0.3819245817816026,8602189632.385254
GOOGL,39743800.0,193.17999267578125,0.6250635352368907,7677706992.907715
KEY,39231200.0,18.56999969482422,0.3783767287795608,728523372.0275879
DOW,36908200.0,25.510000228881836,3.530847649285642,941528190.4476166
PFE,35632800.0,24.790000915527344,-0.7208586414773405,883337144.6228027
SMCI,34228400.0,54.470001220703125,4.44870494140435,1864420989.7827148
T,33981700.0,28.0,0.32246561476149804,951487600.0
CMG,33791600.0,46.7599983215332,1.8736313007951026,1580095159.2819214
CMCSA,32920300.0,33.68000030517578,-1.3473904296909045,1108755714.0464783
CSX,31706200.0,35.7599983215332,1.0740453418482951,1133813658.782196
GOOG,31082500.0,194.0800018310547,0.5960758818904986,6032491656.913757
NEM,30902700.0,65.75,2.9273620861258065,2031852525.0
PCG,30885400.0,14.079999923706055,1.2221429055268684,434866429.643631
AMZN,28657600.0,231.44000244140625,-0.3358878542746884,6632515013.964844
PARA,25552500.0,13.050000190734863,-3.189906276733657,333460129.8737526
BAC,24453100.0,48.45000076293945,0.12399539997483672,1184752713.6562347
MSFT,19106400.0,513.7100219726562,0.24197540156935643,9815149163.81836
RF,18073500.0,26.420000076293945,0.5327221689137163,477501871.3788986
LUV,16998600.0,33.209999084472656,-0.4197882940146882,564523490.4373169
VZ,16561000.0,43.08000183105469,0.13947320467819146,713447910.3240967
UNH,16455900.0,281.05999755859375,0.02135144433941281,4625095213.824463
MU,16360700.0,111.26000213623047,0.24326901311624857,1820291516.9502258
DOC,16246400.0,17.600000381469727,-4.295807691126918,285936646.19750977
FCX,16009000.0,44.88999938964844,0.7179710500679661,718644000.2288818
HAL,15844300.0,22.450000762939453,-0.17785241701103963,355704547.0882416
EW,15656700.0,80.0,-1.8404907975460123,1252536000.0
DECK,15340500.0,116.8499984741211,-5.338629161493462,1792537401.5922546
KMI,15215800.0,27.389999389648438,-0.5085408409197147,416760752.7130127
AMCR,14899500.0,9.739999771118164,-0.30706944974263484,145121126.5897751
WFC,14071900.0,84.31999969482422,0.23775195163116394,1186542603.705597
UBER,13848100.0,91.29000091552734,0.8840789818143189,1264193061.6783142
C,13537800.0,96.06999969482422,0.7128633080267885,1300576441.8685913
CCL,13059400.0,29.75,-0.5016709713846031,388517150.0
WMT,12847900.0,97.47000122070312,0.6505626875638344,1252284828.6834717
KO,12569800.0,69.16999816894531,0.05786332578707863,869453042.9840088
AVGO,12461900.0,290.17999267578125,0.7324557565577249,3616194050.7263184
BMY,11920500.0,48.43000030517578,-1.3243714377117788,577309818.6378479
CSCO,11589500.0,68.69000244140625,0.4533565376427178,796082783.2946777
SLB,11464100.0,35.470001220703125,0.16944753897083326,406631640.9942627
CVS,10877000.0,60.70000076293945,1.8285524935871365,660233908.2984924
XOM,10547100.0,110.4000015258789,-0.29802386078770376,1164399856.0935974
HST,10423300.0,16.549999237060547,0.0,172505607.0476532
MRK,10057800.0,84.70999908447266,0.6535116426223504,851996228.7918091
KDP,9825500.0,33.27000045776367,-0.5381174919888508,326894389.49775696
KVUE,9689800.0,22.84000015258789,1.6919015298533193,221315033.47854614
CHTR,9633300.0,309.75,-5.851063829787234,2983914675.0
ENPH,9312900.0,35.40999984741211,-0.7010656227418431,329769787.57896423
NCLH,9155700.0,23.81999969482422,0.8040649208870019,218088771.2059021
SCHW,9105900.0,97.05999755859375,-0.4308635452154705,883818631.7687988
WY,8976900.0,26.469999313354492,3.5197482568310234,237618536.83605194
HPE,8923900.0,20.729999542236328,0.0,184992442.91496277
LRCX,8913100.0,96.95999908447266,0.2688750200991553,864214167.8398132
COIN,8621200.0,391.6600036621094,-0.06123762136071646,3376579223.5717773
KHC,8521600.0,28.68000030517578,-0.24347719938858695,244399490.60058594
EQT,8472100.0,52.189998626708984,-3.1905049630336655,442158887.3653412
CAG,8407900.0,19.209999084472656,-0.4147321267895359,161515751.30233765
MCHP,8353400.0,69.20999908447266,2.1248377050843157,578138806.3522339
META,8256800.0,712.6799926757812,-0.5914174992254821,5884456163.525391
UNP,8254700.0,224.74000549316406,0.7441293027093242,1855161323.3444214
USB,8082200.0,46.31999969482422,0.4118764845212852,374367501.5335083
ON,8072700.0,56.91999816894531,2.1169652941262216,459498069.2184448
NEE,8070800.0,71.8499984741211,-0.34674064534097415,579886967.6849365
WDC,7878300.0,68.81999969482422,-0.6209390688458936,542184603.5957336
CVX,7872900.0,154.83999633789062,-0.6353112247520801,1219039807.168579
AES,7837100.0,13.800000190734863,-0.14471421513016067,108151981.4948082
FI,7781900.0,142.02999877929688,0.730495588153812,1105263247.5006104
IBM,7753400.0,259.7200012207031,-0.11537105055141612,2013713057.4645996
GILD,7677200.0,116.19999694824219,1.431563743539389,892090616.5710449
EL,7610100.0,90.4000015258789,0.7691477521435827,687953051.6120911
TSCO,7589200.0,59.33000183105469,-0.38616443407180434,450267249.89624023
APH,7303000.0,105.0199966430664,0.21948251314976627,766961035.484314
SBUX,7221500.0,94.41999816894531,1.0920734758058752,681854016.7770386
NKE,7206000.0,76.2699966430664,0.47423654800417625,549601595.8099365
ORCL,7146800.0,245.1199951171875,1.1471481477703618,1751823581.1035156
TXN,7026700.0,184.99000549316406,-0.3823325076715063,1299869271.598816
PEP,7020800.0,143.4499969482422,-0.9391620974244351,1007133738.5742188
LVS,6936700.0,52.40999984741211,2.263414336413872,363552445.9415436
EBAY,6918800.0,81.43000030517578,-1.9151968226722604,563397886.1114502
PYPL,6885400.0,77.9800033569336,0.5026511631016937,536923515.1138306
DAL,6810300.0,54.86000061035156,0.10949155862476263,373613062.15667725
AMAT,6603600.0,185.69000244140625,-0.06457947299076867,1226222500.1220703
GM,6486900.0,53.400001525878906,1.0215681220056503,346400469.8982239
MO,6366900.0,59.84000015258789,0.47011211020965016,380995296.97151184
XYZ,6344600.0,80.73999786376953,1.2350330941919123,512262990.44647217
HPQ,6327300.0,25.68000030517578,-0.19432272813869308,162485065.93093872
TFC,6278600.0,45.650001525878906,0.24154722911754845,286618099.5803833
JNJ,6254900.0,168.3000030517578,-0.8541955512472386,1052699689.08844
TTD,6029700.0,86.13999938964844,0.9847553433039589,519398354.3197632
HON,5967800.0,224.24000549316406,-0.9190534481005666,1338219504.7821045
JPM,5918500.0,298.6199951171875,0.6471125147162194,1767382441.1010742
BSX,5875100.0,106.13999938964844,-0.03767274007569756,623583110.4141235
