Symbol,Volume,Close,Change_%,Market_Cap_Est
NVDA,146107600.0,172.41000366210938,-0.7083596705036552,25190411851.06201
WBD,117776900.0,12.75,-1.696224074783359,1501655475.0
TSLA,94010900.0,329.6499938964844,2.4839862411890525,30990692611.203003
F,68713700.0,11.15999984741211,-0.0895275632366323,766844881.5151215
INTC,60125000.0,23.100000381469727,-0.516791280935787,1388887522.9358673
HBAN,50149600.0,16.709999084472656,-1.2411406080045742,837999770.0866699
AAPL,48939500.0,211.17999267578125,0.1470088517911114,10335043251.556396
AMD,48754400.0,156.99000549316406,-1.629169060961536,7653953523.815918
BAC,48302000.0,47.31999969482422,0.6594371077631324,2285650625.2593994
CVX,45778100.0,150.0399932861328,-3.2124957096345637,6868545816.6519165
PLTR,45682800.0,153.52000427246094,-0.8652953200369893,7013223651.1779785
AMZN,37811600.0,226.1300048828125,0.4397288335471059,8550337292.626953
PFE,36295000.0,24.469999313354492,-0.9712658033604535,888138625.0782013
IVZ,35662200.0,19.920000076293945,11.284918998950959,710391026.7208099
SLB,35360600.0,33.31999969482422,-2.857141586106672,1178215181.2088013
GOOGL,33966100.0,185.05999755859375,-0.1833853015553266,6285766383.074951
KEY,33687900.0,18.5,0.2709985636476527,623226150.0
XOM,32347600.0,107.7699966430664,-3.0060336143801485,3486100743.411255
SMCI,31802900.0,51.77000045776367,-2.9251852985735476,1646436147.5582123
COIN,27968400.0,419.7799987792969,-0.0095299281177367,11740574917.858887
T,27417500.0,26.940000534057617,-0.1112301819081648,738627464.6425247
CSX,24854000.0,34.38999938964844,-2.6881741902592666,854729044.8303223
PCG,24510300.0,13.449999809265137,1.1278166645047658,329663530.3250313
SCHW,23553200.0,95.80000305175781,0.10449958903312369,2256396631.878662
RF,23430000.0,26.010000228881836,2.0000008975758274,609414305.3627014
CNC,22518200.0,27.950000762939453,-3.852765544005755,629383707.1800232
WFC,21235500.0,80.63999938964844,0.9893562061662133,1712430707.0388794
MSFT,21203400.0,510.04998779296875,-0.8610622072689829,10814793911.169434
VZ,21056700.0,40.84000015258789,-0.341628577872838,859955631.2129974
GOOG,21011300.0,185.94000244140625,-0.3643728933516746,3906841173.297119
AMCR,20781800.0,9.539999961853027,0.10493419897209316,198258371.20723724
ABT,19570500.0,123.66999816894531,0.8480803545792762,2420283699.165344
MU,19322700.0,114.38999938964844,0.1313038591420337,2210323641.20636
KMI,18792500.0,27.8799991607666,0.9048136358794725,523934884.22870636
KHC,18388700.0,27.81999969482422,-1.3300230681287757,511573628.3882141
CCL,17143100.0,29.549999237060547,0.0,506578591.92085266
C,16590800.0,93.44999694824219,0.3220562720870559,1550410209.3688965
CSCO,16143300.0,68.05000305175781,-1.0613488521299521,1098551614.265442
USB,15539700.0,45.689998626708984,0.5944528151660678,710008871.6594696
AVGO,15007500.0,283.3399963378906,-1.3130818174281091,4252224995.0408936
HAL,14974900.0,21.219999313354492,-2.4367847661862427,317767367.7175522
UNH,14931600.0,282.6499938964844,-1.8201467523464052,4220416648.864746
KO,14920200.0,69.8499984741211,-0.8375978802328069,1042175947.2335815
CMCSA,14787600.0,34.540000915527344,-0.9179566529588524,510763717.53845215
WMT,14632300.0,95.05000305175781,-0.04205835279528382,1390800159.6542358
UBER,14210600.0,90.58999633789062,-0.2312849193930968,1287338201.9592285
HPE,14175700.0,21.110000610351562,0.6676266169828254,299249035.65216064
PEP,13752300.0,143.24000549316406,-2.064808646995215,1969879527.5436401
TFC,13739000.0,44.25,-2.317879149546493,607950750.0
FCX,13552800.0,44.79999923706055,-0.11148102287984903,607165429.6600342
NEM,13517500.0,58.189998626708984,0.5703387709580889,786583306.4365387
META,12768400.0,704.280029296875,0.29764406331648835,8992529126.074219
KVUE,12727200.0,22.0,0.22778694907822492,279998400.0
JPM,12215700.0,291.2699890136719,0.6044487656834501,3558066804.7943115
BKR,12128600.0,39.720001220703125,0.3537124385340306,481748006.8054199
MRK,11819600.0,79.95999908447266,-2.129740426883784,945095205.178833
OXY,11720900.0,43.619998931884766,-0.9311829633865294,511265645.48072815
MMM,11699800.0,153.22999572753906,-5.72781957865876,1792760304.0130615
TTD,11386800.0,80.20999908447266,-1.0608124011211362,913335217.5750732
IPG,11070900.0,24.18000030517578,-0.2886585353576031,267694365.37857056
DELL,11018200.0,131.24000549316406,4.7573489558910405,1446028628.5247803
BMY,10713300.0,47.36000061035156,-1.620271685056561,507381894.5388794
NFLX,10682600.0,1209.239990234375,-2.634543119926842,12917827119.677734
MDLZ,10412200.0,69.80999755859375,-0.11446820969143799,726875656.5795898
VTRS,9919700.0,8.880000114440918,-3.896100276999047,88086937.13521957
JNJ,9792600.0,163.6999969482422,-0.14030118819924872,1603048590.1153564
CAG,9686900.0,19.06999969482422,0.05246709948604658,184729180.04379272
ORCL,9674000.0,245.4499969482422,-1.2273654131822183,2374483270.477295
CMG,9512500.0,53.93000030517578,-0.5348596624830232,513009127.9029846
DIS,9485500.0,121.41999816894531,-0.45093305423731955,1151729392.6315308
CFG,9470100.0,48.58000183105469,-2.2141676074154395,460057475.340271
AES,9221700.0,13.369999885559082,0.9056595136534493,123294127.94466019
CPRT,9149800.0,45.97999954223633,-0.2819368171642347,420707799.81155396
DOW,9011900.0,28.34000015258789,-1.064759295869087,255397247.3751068
PYPL,9007200.0,74.16999816894531,0.09446652667430978,668064007.5073242
DAL,8976500.0,56.290000915527344,-0.12420101857018434,505287193.2182312
NCLH,8893500.0,23.59000015258789,-0.9655732375441805,209797666.3570404
NKE,8793500.0,72.47000122070312,-1.1053460317777615,637264955.7342529
