Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-19 00:00:00-04:00,56.5306123269251,57.20403069018925,56.4214105688011,56.47601318359375,8695100,0.0,0.0
2023-07-20 00:00:00-04:00,56.83091679948692,58.27785299290516,56.75811331911973,58.03214645385742,9257500,0.0,0.0
2023-07-21 00:00:00-04:00,58.14135265179591,58.96037451129147,58.02304872287738,58.86027145385742,9898100,0.0,0.0
2023-07-24 00:00:00-04:00,58.878466649445514,59.49728237090426,58.878466649445514,58.9057731628418,6886700,0.0,0.0
2023-07-25 00:00:00-04:00,58.69646259063345,58.83296738059143,58.013945583765626,58.03214645385742,6966700,0.0,0.0
2023-07-26 00:00:00-04:00,57.458833702918014,58.14135073956299,57.2677297658081,57.70454025268555,11032200,0.0,0.0
2023-07-27 00:00:00-04:00,55.51138495245448,56.903718578918976,54.94717184789766,55.26567840576172,22625400,0.0,0.0
2023-07-28 00:00:00-04:00,55.32938414679275,55.9664007849791,54.646867064049104,55.884498596191406,11593100,0.0,0.0
2023-07-31 00:00:00-04:00,55.829895312797156,56.71261850679993,55.611491792947035,56.59431457519531,11700600,0.0,0.0
2023-08-01 00:00:00-04:00,56.71261305469063,56.94011872434887,55.67518775648279,55.99369430541992,9227600,0.0,0.0
2023-08-02 00:00:00-04:00,55.666082457070864,56.721712037558035,55.52958114582433,56.19389724731445,11937800,0.0,0.0
2023-08-03 00:00:00-04:00,55.92999649350844,55.939098664882195,55.01087505804989,55.7206916809082,6878800,0.0,0.0
2023-08-04 00:00:00-04:00,55.58418908377913,55.920896516230826,54.938070317989784,55.04727554321289,7624800,0.0,0.0
2023-08-07 00:00:00-04:00,55.06547389346698,55.29297957608518,54.692364712831576,55.029075622558594,9774000,0.0,0.0
2023-08-08 00:00:00-04:00,55.22927440355839,55.34757832226259,54.33745260658587,54.74696350097656,12497800,0.0,0.0
2023-08-09 00:00:00-04:00,54.41935104754636,55.46587843116601,54.373850611619574,55.16556930541992,7705300,0.0,0.0
2023-08-10 00:00:00-04:00,55.59328621077591,56.37590627876246,55.4658835897476,55.775291442871094,23791600,0.0,0.0
2023-08-11 00:00:00-04:00,55.993697807279766,56.17570304868122,55.575088182079284,55.7206916809082,16836200,0.0,0.0
2023-08-14 00:00:00-04:00,55.829889318665565,56.32130239276021,55.70248670052125,56.07559585571289,19536700,0.0,0.0
2023-08-15 00:00:00-04:00,55.99369115839987,56.55790768689353,55.69338549648884,56.19389724731445,14442300,0.0,0.0
2023-08-16 00:00:00-04:00,55.82079442230955,56.07559967595722,55.41128349933206,55.44768524169922,9611100,0.0,0.0
2023-08-17 00:00:00-04:00,55.52958806469025,57.07662741846784,55.51138719329742,56.55791473388672,17886200,0.0,0.0
2023-08-18 00:00:00-04:00,56.62161668491285,56.949225430746154,56.30310663914768,56.47601318359375,8200700,0.0,0.0
2023-08-21 00:00:00-04:00,56.539714171594966,56.86732291553434,56.3304093566251,56.339508056640625,9898000,0.0,0.0
2023-08-22 00:00:00-04:00,56.248505905679316,56.53971290008514,56.05739849503827,56.29400634765625,8716700,0.0,0.0
2023-08-23 00:00:00-04:00,56.658009177380734,56.78541526556783,55.88449130642287,56.02099609375,7859500,0.0,0.0
2023-08-24 00:00:00-04:00,55.838989237336285,56.430501865073154,55.72068532320457,55.76618576049805,8277500,0.0,0.0
2023-08-25 00:00:00-04:00,55.89358721774015,56.6944080890972,55.73888503984908,56.494205474853516,7953400,0.0,0.0
2023-08-28 00:00:00-04:00,56.47601093648268,56.79451749811357,55.8571952126331,56.09379959106445,6848900,0.0,0.0
2023-08-29 00:00:00-04:00,56.403204650265344,57.704537345626335,56.403204650265344,57.194923400878906,11979000,0.0,0.0
2023-08-30 00:00:00-04:00,57.26772750827668,57.358728387657564,56.60341136870535,56.767215728759766,9052800,0.0,0.0
2023-08-31 00:00:00-04:00,56.83091893243056,56.90371894406903,56.102901458740234,56.102901458740234,11464700,0.0,0.0
2023-09-01 00:00:00-04:00,56.26671026347394,56.785422971369,56.26671026347394,56.439613342285156,6838800,0.0,0.0
2023-09-05 00:00:00-04:00,56.32130524866842,56.42140830270378,55.138276414032994,55.18377685546875,10887700,0.0,0.0
2023-09-06 00:00:00-04:00,54.874371213578094,54.965375571592304,54.100853263494464,54.301055908203125,12247200,0.0,0.0
